Pohlavi,Vek,Dosazeny_stupen_vzdelani,Obecny_studijni_obor(typ_skoly),Obecny_pracovni_obor,Administrativa,Doprava,Finance,IT,Kultura_a_sport,Management,Obchod,Pravo_obrana_a_ochrana,Stavebnictvi,Veda_a_vyzkum,Vychova_a_vzdelavani,Vyroba_a_provoz,Sluzby,Zdravotnictvi,Zemedelstvi_a_lesnictvi
Zena,25,Stredoskolske_s_maturitou,SO_Sluzby_cestovni_ruch_gastronomie_hotelnictvi,PO_Obchod_a_cestovni_ruch,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,33,Vysokoskolske_magisterske_inzenyrske,SO_Zemedelstvi_a_lesnictvi,PO_Administrativa,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,27,Stredoskolske_s_maturitou,SO_Obecny_prehled_Gymnazium_nebo_ZS,PO_Administrativa,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Muz,48,Vysokoskolske_magisterske_inzenyrske,SO_Filosofie_politologie_psychologie_historie_sociologie_verejnasprava_a_ostatni_hum_a_soc_obory,PO_Management,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,38,Vysokoskolske_magisterske_inzenyrske,SO_Pedagogika_ucitelstvi_telovychova,PO_Obchod_a_cestovni_ruch,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Muz,36,Vyuceni_nebo_SS_bez_maturity,SO_Sluzby_cestovni_ruch_gastronomie_hotelnictvi,PO_Vyroba_a_provoz,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01
Muz,42,Vyuceni_nebo_SS_bez_maturity,SO_Sluzby_cestovni_ruch_gastronomie_hotelnictvi,PO_Stavebnictvi,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01
Muz,31,Vyuceni_nebo_SS_bez_maturity,SO_Elektrotechnika_technika_mechanika_prumysl,PO_Doprava,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,29,Vysokoskolske_magisterske_inzenyrske,SO_Filosofie_politologie_psychologie_historie_sociologie_verejnasprava_a_ostatni_hum_a_soc_obory,PO_Veda_a_vyzkum,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01
Muz,24,Zakladni_vzdelani,SO_Obecny_prehled_Gymnazium_nebo_ZS,PO_Doprava,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Muz,29,Stredoskolske_s_maturitou,SO_Obecny_prehled_Gymnazium_nebo_ZS,PO_Administrativa,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,42,Vyuceni_nebo_SS_bez_maturity,SO_Sluzby_cestovni_ruch_gastronomie_hotelnictvi,PO_Obchod_a_cestovni_ruch,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,54,Vysokoskolske_magisterske_inzenyrske,SO_Pedagogika_ucitelstvi_telovychova,PO_Vychova_a_vzdelavani,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01
Zena,40,Vysokoskolske_magisterske_inzenyrske,SO_Zemedelstvi_a_lesnictvi,PO_Administrativa,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,21,Stredoskolske_s_maturitou,SO_Zdravotnictvi_medicina_veterina,PO_Administrativa,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Muz,31,Vyssi_odborne,SO_Zemedelstvi_a_lesnictvi,PO_Zemedelstvi_a_lesnictvi,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85
Muz,47,Stredoskolske_s_maturitou,SO_Obecny_prehled_Gymnazium_nebo_ZS,PO_Informacni_technologie,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Muz,40,Stredoskolske_s_maturitou,SO_Obchod_a_ekonomie,PO_Administrativa,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,57,Stredoskolske_s_maturitou,SO_Obecny_prehled_Gymnazium_nebo_ZS,PO_Management,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Muz,33,Stredoskolske_s_maturitou,SO_Stavebnictvi,PO_Management,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Muz,49,Stredoskolske_s_maturitou,SO_Elektrotechnika_technika_mechanika_prumysl,PO_Vyroba_a_provoz,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01
Muz,41,Stredoskolske_s_maturitou,SO_Obchod_a_ekonomie,PO_Management,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Muz,57,Stredoskolske_s_maturitou,SO_Elektrotechnika_technika_mechanika_prumysl,PO_Finance,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Muz,30,Vysokoskolske_bakalarske,SO_Elektrotechnika_technika_mechanika_prumysl,PO_Vyroba_a_provoz,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01
Zena,48,Vyuceni_nebo_SS_bez_maturity,SO_Sluzby_cestovni_ruch_gastronomie_hotelnictvi,PO_Administrativa,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,35,Stredoskolske_s_maturitou,SO_Obchod_a_ekonomie,PO_Obchod_a_cestovni_ruch,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,41,Stredoskolske_s_maturitou,SO_Obchod_a_ekonomie,PO_Administrativa,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,49,Stredoskolske_s_maturitou,SO_Zemedelstvi_a_lesnictvi,PO_Management,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Muz,35,Vysokoskolske_bakalarske,SO_Obchod_a_ekonomie,PO_Management,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,37,Stredoskolske_s_maturitou,SO_Obecny_prehled_Gymnazium_nebo_ZS,PO_Management,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,48,Stredoskolske_s_maturitou,SO_Obecny_prehled_Gymnazium_nebo_ZS,PO_Doprava,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Muz,28,Vysokoskolske_bakalarske,SO_Obchod_a_ekonomie,PO_Vyroba_a_provoz,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01
Zena,37,Stredoskolske_s_maturitou,SO_Sluzby_cestovni_ruch_gastronomie_hotelnictvi,PO_Administrativa,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Muz,32,Vysokoskolske_bakalarske,SO_Pravo_obrana_a_ochrana,PO_Obchod_a_cestovni_ruch,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,27,Vysokoskolske_magisterske_inzenyrske,SO_Obchod_a_ekonomie,PO_Finance,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,29,Stredoskolske_s_maturitou,SO_Obecny_prehled_Gymnazium_nebo_ZS,PO_Administrativa,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,48,Vyuceni_nebo_SS_bez_maturity,SO_Zemedelstvi_a_lesnictvi,PO_Finance,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,26,Vysokoskolske_magisterske_inzenyrske,SO_Prirodni_vedy_chemie_fyzika_matematika,PO_Veda_a_vyzkum,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01
Zena,22,Stredoskolske_s_maturitou,SO_Obecny_prehled_Gymnazium_nebo_ZS,PO_Obchod_a_cestovni_ruch,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,34,Vysokoskolske_magisterske_inzenyrske,SO_Obchod_a_ekonomie,PO_Management,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Muz,30,Stredoskolske_s_maturitou,SO_Elektrotechnika_technika_mechanika_prumysl,PO_Vyroba_a_provoz,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01
Muz,20,Stredoskolske_s_maturitou,SO_Sluzby_cestovni_ruch_gastronomie_hotelnictvi,PO_Sluzby,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01
Muz,50,Vyuceni_nebo_SS_bez_maturity,SO_Elektrotechnika_technika_mechanika_prumysl,PO_Vyroba_a_provoz,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01
Zena,55,Stredoskolske_s_maturitou,SO_Sluzby_cestovni_ruch_gastronomie_hotelnictvi,PO_Vyroba_a_provoz,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01
Muz,57,Vysokoskolske_magisterske_inzenyrske,SO_Elektrotechnika_technika_mechanika_prumysl,PO_Management,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,57,Vyuceni_nebo_SS_bez_maturity,SO_Sluzby_cestovni_ruch_gastronomie_hotelnictvi,PO_Obchod_a_cestovni_ruch,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,27,Vysokoskolske_magisterske_inzenyrske,SO_Zemedelstvi_a_lesnictvi,PO_Obchod_a_cestovni_ruch,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,40,Vyuceni_nebo_SS_bez_maturity,SO_Sluzby_cestovni_ruch_gastronomie_hotelnictvi,PO_Obchod_a_cestovni_ruch,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Muz,42,Stredoskolske_s_maturitou,SO_Sluzby_cestovni_ruch_gastronomie_hotelnictvi,PO_Sluzby,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01
Zena,31,Vyuceni_nebo_SS_bez_maturity,SO_Sluzby_cestovni_ruch_gastronomie_hotelnictvi,PO_Administrativa,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,41,Stredoskolske_s_maturitou,SO_Obchod_a_ekonomie,PO_Management,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Muz,48,Stredoskolske_s_maturitou,SO_Elektrotechnika_technika_mechanika_prumysl,PO_Vyroba_a_provoz,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01
Muz,45,Vyuceni_nebo_SS_bez_maturity,SO_Ostatni_nezaraditelna_remesla,PO_Vyroba_a_provoz,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01
Zena,32,Stredoskolske_s_maturitou,SO_Pedagogika_ucitelstvi_telovychova,PO_Administrativa,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Muz,57,Vyuceni_nebo_SS_bez_maturity,SO_Stavebnictvi,PO_Vyroba_a_provoz,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01
Zena,25,Vyuceni_nebo_SS_bez_maturity,SO_Sluzby_cestovni_ruch_gastronomie_hotelnictvi,PO_Administrativa,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,44,Zakladni_vzdelani,SO_Obecny_prehled_Gymnazium_nebo_ZS,PO_Vyroba_a_provoz,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01
Muz,20,Vyuceni_nebo_SS_bez_maturity,SO_Elektrotechnika_technika_mechanika_prumysl,PO_Sluzby,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01
Muz,33,Vyuceni_nebo_SS_bez_maturity,SO_Sluzby_cestovni_ruch_gastronomie_hotelnictvi,PO_Sluzby,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01
Muz,45,Zakladni_vzdelani,SO_Obecny_prehled_Gymnazium_nebo_ZS,PO_Vyroba_a_provoz,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01
Zena,28,Vysokoskolske_bakalarske,SO_Obchod_a_ekonomie,PO_Administrativa,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,48,Vyssi_odborne,SO_Sluzby_cestovni_ruch_gastronomie_hotelnictvi,PO_Obchod_a_cestovni_ruch,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,50,Stredoskolske_s_maturitou,SO_Obchod_a_ekonomie,PO_Administrativa,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Muz,61,Vyuceni_nebo_SS_bez_maturity,SO_Stavebnictvi,PO_Stavebnictvi,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01
Zena,35,Vyuceni_nebo_SS_bez_maturity,SO_Sluzby_cestovni_ruch_gastronomie_hotelnictvi,PO_Administrativa,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,21,Zakladni_vzdelani,SO_Obecny_prehled_Gymnazium_nebo_ZS,PO_Vyroba_a_provoz,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01
Zena,18,Vyuceni_nebo_SS_bez_maturity,SO_Sluzby_cestovni_ruch_gastronomie_hotelnictvi,PO_Sluzby,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01
Zena,19,Vyuceni_nebo_SS_bez_maturity,SO_Zdravotnictvi_medicina_veterina,PO_Zdravotnictvi,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01
Zena,33,Vyuceni_nebo_SS_bez_maturity,SO_Sluzby_cestovni_ruch_gastronomie_hotelnictvi,PO_Obchod_a_cestovni_ruch,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Muz,26,Vyuceni_nebo_SS_bez_maturity,SO_Sluzby_cestovni_ruch_gastronomie_hotelnictvi,PO_Vyroba_a_provoz,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01
Muz,45,Vyuceni_nebo_SS_bez_maturity,SO_Elektrotechnika_technika_mechanika_prumysl,PO_Vyroba_a_provoz,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01
Zena,29,Stredoskolske_s_maturitou,SO_Obchod_a_ekonomie,PO_Obchod_a_cestovni_ruch,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Muz,43,Vysokoskolske_magisterske_inzenyrske,SO_Obchod_a_ekonomie,PO_Management,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,20,Stredoskolske_s_maturitou,SO_Sluzby_cestovni_ruch_gastronomie_hotelnictvi,PO_Sluzby,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01
Zena,20,Stredoskolske_s_maturitou,SO_Pravo_obrana_a_ochrana,PO_Pravo_obrana_a_ochrana,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,29,Vysokoskolske_bakalarske,SO_Obchod_a_ekonomie,PO_Finance,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Muz,23,Vyuceni_nebo_SS_bez_maturity,SO_Sluzby_cestovni_ruch_gastronomie_hotelnictvi,PO_Vyroba_a_provoz,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01
Muz,19,Zakladni_vzdelani,SO_Obecny_prehled_Gymnazium_nebo_ZS,PO_Sluzby,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01
Zena,18,Stredoskolske_s_maturitou,SO_Obchod_a_ekonomie,PO_Finance,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,22,Vyuceni_nebo_SS_bez_maturity,SO_Sluzby_cestovni_ruch_gastronomie_hotelnictvi,PO_Sluzby,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01
Muz,37,Zakladni_vzdelani,SO_Obecny_prehled_Gymnazium_nebo_ZS,PO_Doprava,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,48,Vyuceni_nebo_SS_bez_maturity,SO_Sluzby_cestovni_ruch_gastronomie_hotelnictvi,PO_Obchod_a_cestovni_ruch,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Muz,41,Vysokoskolske_magisterske_inzenyrske,SO_Zdravotnictvi_medicina_veterina,PO_Zdravotnictvi,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01
Muz,21,Stredoskolske_s_maturitou,SO_Elektrotechnika_technika_mechanika_prumysl,PO_Vyroba_a_provoz,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01
Muz,36,Vyuceni_nebo_SS_bez_maturity,SO_Elektrotechnika_technika_mechanika_prumysl,PO_Sluzby,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01
Muz,48,Vysokoskolske_magisterske_inzenyrske,SO_Doprava_a_logistika,PO_Doprava,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Muz,27,Stredoskolske_s_maturitou,SO_Obchod_a_ekonomie,PO_Obchod_a_cestovni_ruch,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,18,Vyuceni_nebo_SS_bez_maturity,SO_Sluzby_cestovni_ruch_gastronomie_hotelnictvi,PO_Zemedelstvi_a_lesnictvi,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85
Muz,25,Vysokoskolske_magisterske_inzenyrske,SO_Zemedelstvi_a_lesnictvi,PO_Administrativa,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Muz,27,Zakladni_vzdelani,SO_Obecny_prehled_Gymnazium_nebo_ZS,PO_Stavebnictvi,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01
Muz,42,Vyuceni_nebo_SS_bez_maturity,SO_Stavebnictvi,PO_Doprava,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Muz,24,Zakladni_vzdelani,SO_Obecny_prehled_Gymnazium_nebo_ZS,PO_Vyroba_a_provoz,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01
Zena,19,Vysokoskolske_bakalarske,SO_Obchod_a_ekonomie,PO_Administrativa,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,49,Vysokoskolske_magisterske_inzenyrske,SO_Obchod_a_ekonomie,PO_Finance,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,34,Stredoskolske_s_maturitou,SO_Sluzby_cestovni_ruch_gastronomie_hotelnictvi,PO_Obchod_a_cestovni_ruch,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,47,Vyuceni_nebo_SS_bez_maturity,SO_Elektrotechnika_technika_mechanika_prumysl,PO_Sluzby,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01
Muz,23,Stredoskolske_s_maturitou,SO_Obecny_prehled_Gymnazium_nebo_ZS,PO_Vyroba_a_provoz,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01
Zena,27,Zakladni_vzdelani,SO_Obecny_prehled_Gymnazium_nebo_ZS,PO_Vyroba_a_provoz,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01
Muz,41,Stredoskolske_s_maturitou,SO_Sluzby_cestovni_ruch_gastronomie_hotelnictvi,PO_Management,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Muz,27,Vysokoskolske_magisterske_inzenyrske,SO_Pedagogika_ucitelstvi_telovychova,PO_Obchod_a_cestovni_ruch,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Muz,22,Vyuceni_nebo_SS_bez_maturity,SO_Ostatni_nezaraditelna_remesla,PO_Sluzby,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01
Muz,36,Stredoskolske_s_maturitou,SO_Obchod_a_ekonomie,PO_Management,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,36,Stredoskolske_s_maturitou,SO_Sluzby_cestovni_ruch_gastronomie_hotelnictvi,PO_Obchod_a_cestovni_ruch,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Muz,25,Vyuceni_nebo_SS_bez_maturity,SO_Obchod_a_ekonomie,PO_Vyroba_a_provoz,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01
Muz,27,Vyuceni_nebo_SS_bez_maturity,SO_Elektrotechnika_technika_mechanika_prumysl,PO_Vyroba_a_provoz,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01
Muz,57,Vyuceni_nebo_SS_bez_maturity,SO_Elektrotechnika_technika_mechanika_prumysl,PO_Vyroba_a_provoz,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01
Muz,37,Stredoskolske_s_maturitou,SO_Stavebnictvi,PO_Stavebnictvi,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01
Zena,39,Vyuceni_nebo_SS_bez_maturity,SO_Sluzby_cestovni_ruch_gastronomie_hotelnictvi,PO_Obchod_a_cestovni_ruch,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,59,Vyuceni_nebo_SS_bez_maturity,SO_Ostatni_nezaraditelna_remesla,PO_Vyroba_a_provoz,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01
Zena,22,Stredoskolske_s_maturitou,SO_Obchod_a_ekonomie,PO_Administrativa,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Muz,26,Zakladni_vzdelani,SO_Obecny_prehled_Gymnazium_nebo_ZS,PO_Obchod_a_cestovni_ruch,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Muz,23,Stredoskolske_s_maturitou,SO_Informatika_a_management,PO_Informacni_technologie,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Zena,20,Vyuceni_nebo_SS_bez_maturity,SO_Sluzby_cestovni_ruch_gastronomie_hotelnictvi,PO_Vyroba_a_provoz,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01
Zena,43,Vyuceni_nebo_SS_bez_maturity,SO_Sluzby_cestovni_ruch_gastronomie_hotelnictvi,PO_Pravo_obrana_a_ochrana,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01
